class,aa_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,32664,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,868.0,98550.0,1475964.0,544142.0,4880.0,0.0,1046956.0,0.0,0.0,0.0,0.0,0.0,1940908.0,1795724.0,287668.0,123106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796.0,161924.0,606728.0,1354956.0,0.0,4272.0,3950.0,2886.0,5296.0,224362.0,1882056.0,1582.0,0.0,0.0,0.0,854504.0,308860.0,202972.0,166330.0,166584.0,255022.0,169542.0,590.0,0.0,0.0,2228838.0,0.0,18.0,58.0,90.0,1046956.0,24048.0,168966.0,118418.0,180840.0,,,104260.0,32664.35,2228838.0,2228838.0,2222852.0,13053,128304.0,100276.0,1016180.0,2124404.0,1209600.0,0.0,,,,1895101.44,0.0,225996.48,0.0,0.0,0.0,0.0,0.0,28674.0,618394.0,1293510.0,171000.0,10332.0,2470.0,24.0,,0.0,2228838.0,2720.0,188.0,32468.0,166246.0,93762.0,1495256.0,329692.0,4060.0,12.0,0.0,,,,,,,,,,882.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10950.0,34310.0,6628.0,0.0,0.0,82464.0,14268.0,2480800.0,395540.0,0.0,0.0,0.0,0.0,2664380.0,476.86,542.0,239398.0,400950.0,272234.0,147266.0,327040.0,377690.0,237210.0,76036.0,46362.0,218.0,0.0,0.0
neg,10,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1096.0,1218.0,1736.0,1590.0,0.0,0.0,0.0,1320.0,0.0,0.0,0.0,788.0,1688.0,2646.0,1506.0,7330.0,634.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5640.0,0.0,58.0,6.0,6.0,908.0,298.0,2708.0,1442.0,214.0,0.0,0.0,4294.0,368.0,108.0,58.0,56.0,198.0,76.0,362.0,20.0,100.0,10792.0,0.0,6.0,2.0,0.0,1320.0,114.0,4722.0,2594.0,,,,7160.0,9.36,10792.0,10792.0,12214.0,22,0.0,1002.0,10640.0,5680.0,1209600.0,236.0,4.0,0.0,0.0,1841.28,0.0,2627.52,0.0,12.0,0.0,396.0,1586.0,750.0,1858.0,1040.0,10.0,0.0,0.0,0.0,0.0,4.0,10792.0,1232.0,14.0,10.0,36.0,132.0,2176.0,1910.0,130.0,0.0,0.0,6.0,2.0,2160.0,20.0,0.0,0.0,0.0,0.0,2160.0,52.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,32.0,12.0,2080.0,214.0,0.0,0.0,0.0,0.0,0.0,88.94,42.0,3942.0,1444.0,120.0,18.0,40.0,16.0,18.0,42.0,0.0,0.0,0.0,0.0
neg,22504,966.0,362.0,1912.0,478.0,0.0,0.0,0.0,7600.0,895100.0,694340.0,42658.0,510.0,0.0,0.0,731546.0,0.0,268.0,0.0,10350.0,15324.0,1386208.0,1202974.0,583904.0,171666.0,0.0,0.0,0.0,0.0,320.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726178.0,914030.0,0.0,1752.0,266.0,456.0,790.0,439182.0,1197762.0,0.0,0.0,0.0,0.0,430880.0,631470.0,209442.0,113302.0,70532.0,50118.0,36470.0,48688.0,23448.0,25858.0,1980442.0,2430.0,2212.0,3478.0,4.0,731546.0,28396.0,388610.0,194994.0,352440.0,,,230660.0,22503.14,1980442.0,1980442.0,1983712.0,7696,204.0,76460.0,769900.0,1640208.0,1209600.0,62058.0,0.0,110.0,0.0,1393417.92,20123.52,224109.12,0.0,520.0,0.0,0.0,168836.0,1171144.0,267206.0,26530.0,4778.0,1584.0,130.0,0.0,14.0,18.0,1980442.0,1874.0,346.0,240620.0,59106.0,171154.0,1092734.0,73628.0,744.0,2.0,0.0,388.0,372.0,1360120.0,603466.0,0.0,64.0,0.0,0.0,1411474.0,1752.0,546.0,0.0,0.0,450.0,20246.0,0.0,0.0,0.0,0.0,13816.0,2316.0,728.0,5266358.0,582404.0,71520.0,10730.0,32840.0,3276.0,1942280.0,67976.0,0.0,0.0,0.0,854.9,710.0,262506.0,341652.0,307768.0,111658.0,134814.0,78476.0,320946.0,79992.0,2396.0,0.0,0.0,0.0
neg,2548,26.0,12.0,0.0,0.0,0.0,0.0,1686.0,81586.0,61866.0,18524.0,8158.0,2996.0,0.0,0.0,48632.0,0.0,0.0,0.0,23240.0,35966.0,115690.0,127886.0,30120.0,3702.0,0.0,0.0,0.0,0.0,376.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48706.0,126110.0,0.0,4132.0,246.0,234.0,282.0,10800.0,133172.0,4134.0,21756.0,56.0,4.0,64890.0,51118.0,20246.0,15058.0,8930.0,5806.0,3678.0,3888.0,978.0,224.0,169104.0,12.0,128.0,34.0,2.0,48632.0,1282.0,8122.0,21702.0,,,,29640.0,2547.94,169104.0,169104.0,180344.0,1051,0.0,16686.0,168560.0,160598.0,1209600.0,4078.0,0.0,84.0,0.0,125590.08,17585.28,33483.84,14.0,158.0,1370.0,14576.0,109864.0,27962.0,17748.0,2956.0,302.0,38.0,0.0,0.0,20.0,30.0,169104.0,3638.0,30.0,6202.0,5730.0,29882.0,127948.0,1384.0,2.0,0.0,0.0,24.0,260.0,123086.0,57366.0,0.0,46.0,0.0,0.0,129314.0,268.0,250.0,0.0,0.0,0.0,17592.0,0.0,0.0,0.0,0.0,1314.0,826.0,158.0,0.0,0.0,2364.0,422.0,8220.0,820.0,0.0,0.0,0.0,0.0,1547950.0,322.76,196.0,55140.0,15230.0,3996.0,1870.0,7490.0,11140.0,30416.0,48532.0,1002.0,0.0,0.0,0.0
neg,215482,2012.0,1356.0,0.0,0.0,0.0,0.0,14526.0,664538.0,3947852.0,6371074.0,3457998.0,524302.0,49054.0,2154.0,7342310.0,0.0,0.0,0.0,239146.0,388108.0,12313288.0,10592752.0,3288010.0,1653266.0,0.0,0.0,0.0,0.0,2286.0,726.0,0.0,0.0,0.0,0.0,0.0,16478.0,576630.0,6232578.0,8205812.0,0.0,14984.0,9056.0,13758.0,24648.0,12687100.0,2281952.0,0.0,0.0,0.0,0.0,4714228.0,4302914.0,1642538.0,1001172.0,666668.0,498430.0,469766.0,724570.0,646526.0,364686.0,15843644.0,940.0,798.0,1888.0,6.0,7342310.0,283634.0,1447518.0,1816000.0,262900.0,272280.0,229760.0,13840.0,215482.59,15843644.0,15843644.0,15834182.0,79187,302496.0,109246.0,78540.0,15031498.0,1209600.0,413412.0,0.0,3526.0,0.0,11902955.52,398556.48,2715952.32,22.0,1314.0,1142.0,252806.0,1567106.0,5775126.0,4821882.0,2227700.0,338280.0,39586.0,7646.0,224.0,224.0,246.0,15843644.0,13098.0,2602.0,328106.0,1885100.0,727690.0,7928032.0,4054488.0,92336.0,46.0,0.0,1354.0,1792.0,3582384.0,578734.0,0.0,14852.0,0.0,0.0,11995772.0,13888.0,7340.0,0.0,0.0,6240.0,401872.0,0.0,0.0,0.0,0.0,147392.0,77882.0,21646.0,51199566.0,5732696.0,621056.0,100514.0,18891080.0,2784120.0,13814550.0,788264.0,0.0,0.0,154640610.0,7300.52,5942.0,3212338.0,2205342.0,1965972.0,813758.0,1213966.0,914124.0,1158950.0,3505732.0,41316.0,0.0,0.0,0.0
neg,76512,424.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1434298.0,0.0,0.0,0.0,386158.0,599340.0,3643388.0,3473954.0,1662958.0,384164.0,0.0,0.0,0.0,0.0,364.0,1354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693780.0,2122.0,1938.0,1038.0,32.0,1434298.0,52284.0,886944.0,769128.0,429680.0,321960.0,321340.0,243680.0,76512.89,5693780.0,5693780.0,212.0,0,1066.0,77688.0,843580.0,0.0,1209600.0,101986.0,6.0,268.0,0.0,3827078.4,0.0,871902.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,82.0,5693780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,2748.0,3879406.0,1907860.0,0.0,1568.0,0.0,0.0,3901886.0,7532.0,1342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34516.0,13084.0,2532.0,3724220.0,587660.0,93186.0,15434.0,167460.0,22104.0,5561892.0,8658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neg,13960,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1720.0,8428.0,571478.0,766778.0,60748.0,2644.0,555562.0,0.0,0.0,0.0,0.0,0.0,1107420.0,816754.0,566404.0,241394.0,0.0,0.0,0.0,0.0,786.0,202.0,0.0,0.0,0.0,0.0,0.0,1916.0,99588.0,244584.0,1065708.0,0.0,2992.0,2382.0,4114.0,66916.0,787474.0,547842.0,76.0,0.0,0.0,0.0,815674.0,270042.0,102136.0,64648.0,48822.0,50308.0,53310.0,6856.0,0.0,0.0,1674420.0,562.0,2074.0,794.0,6.0,555562.0,20784.0,280010.0,283358.0,343360.0,,,217240.0,13960.12,1674420.0,1674420.0,1588816.0,5787,12226.0,42710.0,459380.0,1411796.0,1209600.0,50302.0,0.0,2.0,0.0,987273.6,0.0,422780.16,0.0,0.0,0.0,0.0,0.0,0.0,139284.0,747762.0,490818.0,29506.0,4386.0,40.0,0.0,4.0,1674420.0,3768.0,496.0,20904.0,295702.0,93192.0,675740.0,302988.0,18886.0,120.0,0.0,0.0,4.0,3858.0,0.0,0.0,2.0,0.0,0.0,4514.0,2328.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12998.0,10954.0,2638.0,0.0,0.0,45814.0,7812.0,1609600.0,214226.0,0.0,0.0,0.0,0.0,12960240.0,1086.14,1158.0,440666.0,321102.0,161458.0,80472.0,228734.0,173758.0,2676.0,1602.0,1308.0,20.0,0.0,0.0
neg,14096,48.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,788.0,370128.0,539664.0,107840.0,2280.0,0.0,409784.0,0.0,0.0,0.0,0.0,0.0,936344.0,838326.0,196540.0,73596.0,0.0,0.0,0.0,0.0,106.0,26.0,0.0,0.0,0.0,0.0,0.0,16442.0,583102.0,275308.0,145848.0,0.0,1014.0,590.0,946.0,56356.0,561360.0,398802.0,1632.0,0.0,0.0,0.0,351058.0,311140.0,100954.0,61652.0,41734.0,40778.0,103266.0,10118.0,0.0,0.0,1133102.0,486.0,1006.0,2850.0,0.0,409784.0,9694.0,120024.0,75970.0,,,,193860.0,14096.26,1133102.0,1133102.0,1133276.0,5433,4476.0,111712.0,1130200.0,1020700.0,1209600.0,31750.0,2.0,64.0,0.0,847239.36,0.0,172608.96,0.0,0.0,0.0,0.0,0.0,144616.0,448158.0,375672.0,47514.0,3844.0,860.0,36.0,0.0,4.0,1133102.0,1720.0,206.0,5776.0,98564.0,42194.0,473746.0,390376.0,8024.0,94.0,0.0,64.0,82.0,715506.0,54242.0,0.0,14350.0,0.0,14.0,857018.0,1046.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5578.0,12462.0,2288.0,0.0,0.0,29104.0,4726.0,452240.0,62556.0,0.0,0.0,0.0,0.0,184800.0,536.84,564.0,182156.0,194990.0,133018.0,65438.0,150046.0,158510.0,64878.0,37822.0,32494.0,1348.0,0.0,0.0
neg,100312,2130706432.0,3100.0,0.0,0.0,0.0,0.0,0.0,0.0,1148.0,186000.0,5653934.0,5084724.0,553540.0,20808.0,4638428.0,0.0,0.0,0.0,0.0,0.0,10506464.0,9415138.0,1418746.0,952152.0,0.0,0.0,0.0,0.0,11550.0,2046.0,0.0,0.0,0.0,0.0,0.0,3090.0,138828.0,2931460.0,8426776.0,0.0,5932.0,3180.0,3784.0,226640.0,8362002.0,2897996.0,620.0,0.0,0.0,0.0,6584770.0,2197710.0,872072.0,517810.0,401370.0,617438.0,308984.0,0.0,0.0,0.0,11926676.0,0.0,100.0,482.0,84.0,4638428.0,144860.0,536968.0,876880.0,105700.0,138520.0,135800.0,130520.0,100312.4,11926676.0,11926676.0,11866864.0,47126,90.0,95292.0,1022920.0,11500154.0,1209600.0,400196.0,2.0,202.0,0.0,6478478.4,0.0,5009859.84,0.0,0.0,0.0,0.0,0.0,45596.0,1109810.0,5307004.0,4530500.0,472108.0,31574.0,3562.0,10982.0,11086.0,11926676.0,13058.0,1632.0,160574.0,2827916.0,2405492.0,5404162.0,676024.0,11226.0,70.0,0.0,5040.0,4240.0,6582412.0,262.0,0.0,6478.0,0.0,6.0,6584550.0,6740.0,552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59988.0,57978.0,16778.0,0.0,0.0,283912.0,74130.0,17225820.0,1723596.0,0.0,0.0,0.0,0.0,12768190.0,3632.6,3728.0,5081986.0,2058374.0,1054946.0,450870.0,841292.0,670878.0,571118.0,344746.0,417080.0,8864.0,0.0,0.0
neg,39140,92.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,16376.0,791524.0,1383450.0,387636.0,28644.0,2380.0,1161414.0,0.0,0.0,0.0,0.0,0.0,2263636.0,1875112.0,478592.0,318436.0,0.0,0.0,0.0,0.0,140.0,48.0,0.0,0.0,0.0,0.0,0.0,292628.0,1965724.0,151732.0,199926.0,0.0,5386.0,3388.0,3486.0,121946.0,1817928.0,656362.0,1514.0,0.0,0.0,0.0,909512.0,553590.0,200356.0,160576.0,139474.0,129154.0,148288.0,348504.0,20556.0,0.0,2742874.0,8.0,6.0,486.0,4.0,1161414.0,37206.0,246250.0,231006.0,189000.0,238340.0,,44880.0,39139.95,2742874.0,2742874.0,2737252.0,19036,2466.0,27438.0,315900.0,2610010.0,1209600.0,73288.0,0.0,124.0,0.0,2328183.36,0.0,279418.56,0.0,0.0,0.0,0.0,0.0,61360.0,688440.0,1385362.0,446328.0,23754.0,4564.0,202.0,136.0,134.0,2742874.0,4768.0,634.0,51502.0,130794.0,132674.0,1480920.0,790046.0,18498.0,174.0,0.0,226.0,258.0,2177100.0,155414.0,54.0,52.0,0.0,0.0,2353080.0,1808.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21716.0,28898.0,4764.0,0.0,0.0,67734.0,13750.0,131280.0,26358.0,0.0,0.0,0.0,0.0,0.0,1209.32,1410.0,299020.0,584920.0,436978.0,173398.0,302320.0,275366.0,170136.0,132352.0,220644.0,14876.0,0.0,0.0
neg,10,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,4490.0,1514.0,0.0,0.0,0.0,2728.0,0.0,300.0,0.0,0.0,0.0,7582.0,5058.0,6514.0,596.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6068.0,0.0,0.0,0.0,106.0,14.0,24.0,22.0,926.0,4976.0,0.0,0.0,0.0,0.0,5210.0,506.0,214.0,94.0,18.0,14.0,12.0,0.0,0.0,0.0,14114.0,0.0,0.0,2.0,0.0,2728.0,202.0,4352.0,2146.0,,,,6380.0,9.33,14114.0,14114.0,14248.0,11,316.0,1268.0,13960.0,6068.0,1209600.0,444.0,0.0,4.0,0.0,2110.08,0.0,3910.08,0.0,14.0,0.0,0.0,0.0,1800.0,3050.0,1100.0,86.0,32.0,0.0,0.0,0.0,6.0,14114.0,114.0,8.0,18.0,208.0,492.0,1916.0,2340.0,826.0,146.0,0.0,24.0,8.0,1454.0,32.0,0.0,0.0,0.0,0.0,3538.0,84.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,34.0,4.0,0.0,0.0,100.0,26.0,1440.0,720.0,12876.0,64.0,0.0,0.0,0.0,75.2,42.0,4170.0,1756.0,126.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neg,30702,1278.0,1146.0,0.0,0.0,0.0,0.0,0.0,36.0,104268.0,624992.0,1413694.0,635134.0,12008.0,0.0,1226602.0,1480.0,0.0,0.0,0.0,0.0,2317884.0,1873136.0,636100.0,399952.0,0.0,0.0,2500.0,0.0,8708.0,1218.0,0.0,0.0,0.0,0.0,0.0,0.0,53066.0,2720934.0,16132.0,0.0,17258.0,8636.0,7758.0,108976.0,2045530.0,601588.0,374.0,12.0,0.0,0.0,1180664.0,522838.0,223256.0,159838.0,115186.0,99378.0,122918.0,272890.0,80276.0,12888.0,2954278.0,0.0,1992.0,1054.0,12.0,1226602.0,40180.0,251474.0,382866.0,187600.0,350720.0,,93360.0,30702.79,2954278.0,2954278.0,2942280.0,18881,20900.0,49668.0,530700.0,2790132.0,1209600.0,77726.0,2.0,72.0,0.0,1921980.48,36.48,865200.96,0.0,0.0,0.0,0.0,64.0,49264.0,491006.0,1349056.0,812894.0,83754.0,3892.0,202.0,472.0,492.0,2954278.0,4434.0,350.0,24560.0,653784.0,138792.0,856574.0,1090944.0,20306.0,388.0,0.0,1940.0,2990.0,1798034.0,573764.0,0.0,53384.0,0.0,42.0,1948224.0,2970.0,78.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,21318.0,7186.0,2290.0,0.0,0.0,63272.0,11192.0,466520.0,115204.0,0.0,0.0,0.0,0.0,0.0,973.76,998.0,880432.0,623858.0,257684.0,130694.0,364448.0,496140.0,27568.0,6792.0,2404.0,112.0,0.0,0.0
neg,39356,210.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,3330.0,348234.0,1820234.0,948298.0,37566.0,502.0,1538780.0,0.0,0.0,0.0,0.0,0.0,2922000.0,2572120.0,669424.0,274934.0,0.0,0.0,0.0,0.0,488.0,120.0,0.0,0.0,0.0,0.0,0.0,96796.0,1381608.0,1485488.0,194272.0,0.0,3724.0,4860.0,6328.0,286612.0,2167444.0,684442.0,4752.0,2.0,0.0,0.0,1362720.0,637606.0,353464.0,270718.0,217574.0,229806.0,86276.0,0.0,0.0,0.0,3592350.0,0.0,512.0,252.0,24.0,1538780.0,33168.0,422504.0,245528.0,216360.0,270020.0,,175260.0,39355.83,3592350.0,3592350.0,3589946.0,16844,17686.0,111196.0,1164520.0,3158164.0,1209600.0,117276.0,2.0,68.0,0.0,2695139.52,0.0,459729.6,0.0,0.0,0.0,0.0,0.0,26690.0,532018.0,1432102.0,1023906.0,128394.0,12546.0,2508.0,84.0,92.0,3592350.0,6146.0,666.0,62482.0,266102.0,125160.0,1779726.0,874692.0,42666.0,524.0,0.0,376.0,438.0,2493184.0,162344.0,0.0,35760.0,0.0,24.0,2735432.0,3522.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17852.0,32220.0,6000.0,0.0,0.0,98340.0,14078.0,423600.0,111014.0,0.0,0.0,0.0,0.0,966670.0,1423.74,1808.0,502360.0,773796.0,654496.0,296808.0,438004.0,302232.0,135338.0,47900.0,7224.0,6.0,0.0,0.0
neg,58110,378.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,2202.0,232254.0,1219046.0,2178518.0,162784.0,7042.0,1704928.0,0.0,0.0,0.0,0.0,0.0,3411990.0,3014732.0,544690.0,320408.0,0.0,0.0,0.0,0.0,994.0,196.0,0.0,0.0,0.0,0.0,0.0,5796.0,423808.0,3018042.0,354200.0,0.0,4704.0,2046.0,3474.0,101136.0,2242090.0,1439364.0,9032.0,0.0,0.0,0.0,1426010.0,1061250.0,339372.0,228688.0,162764.0,127980.0,139220.0,316548.0,14.0,0.0,3957556.0,1956.0,2422.0,5684.0,4.0,1704928.0,48116.0,245828.0,297430.0,148500.0,161920.0,190260.0,35300.0,58109.77,3957556.0,3957556.0,3960596.0,22977,6820.0,26974.0,319800.0,3801846.0,1209600.0,117996.0,0.0,386.0,0.0,3155534.4,0.0,642286.08,0.0,0.0,0.0,0.0,0.0,91874.0,480268.0,1503544.0,1628434.0,87560.0,9618.0,548.0,112.0,118.0,3957556.0,7376.0,848.0,81674.0,358566.0,203870.0,2170456.0,960638.0,17764.0,654.0,0.0,666.0,420.0,3143298.0,956102.0,44.0,1706.0,0.0,0.0,3200716.0,2722.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23398.0,35646.0,7550.0,0.0,0.0,89782.0,20278.0,24800.0,12524.0,0.0,0.0,0.0,0.0,18109810.0,1722.24,1848.0,675174.0,622692.0,373954.0,177966.0,360082.0,275742.0,649806.0,349442.0,308934.0,8054.0,0.0,0.0
neg,10,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3128.0,3012.0,0.0,0.0,0.0,2238.0,0.0,0.0,0.0,0.0,0.0,15568.0,12774.0,20170.0,510.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6148.0,0.0,106.0,100.0,664.0,406.0,82.0,4140.0,650.0,0.0,0.0,0.0,4850.0,298.0,94.0,46.0,78.0,40.0,432.0,136.0,28.0,146.0,35768.0,0.0,16.0,0.0,0.0,2238.0,212.0,17942.0,2168.0,,,,19940.0,10.0,35768.0,35768.0,36474.0,25,28.0,3426.0,35500.0,6194.0,1209600.0,240.0,4.0,6.0,0.0,2179.2,0.0,3012.48,0.0,14.0,0.0,0.0,0.0,2946.0,2006.0,844.0,352.0,0.0,0.0,0.0,6.0,6.0,35768.0,1048.0,16.0,6.0,2.0,16.0,1036.0,3436.0,572.0,16.0,0.0,0.0,20.0,2364.0,178.0,0.0,116.0,0.0,0.0,2644.0,46.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,0.0,36.0,18.0,7420.0,740.0,0.0,10.0,0.0,0.0,0.0,0.7,38.0,4190.0,1736.0,36.0,12.0,30.0,26.0,54.0,64.0,0.0,0.0,0.0,0.0
neg,31362,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,682.0,46192.0,1653940.0,398988.0,2530.0,0.0,1098996.0,19908.0,384.0,0.0,0.0,0.0,1829170.0,1554908.0,461832.0,205478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432188.0,1635138.0,35006.0,0.0,4364.0,5230.0,4876.0,8732.0,1205580.0,870274.0,3276.0,0.0,0.0,0.0,711912.0,305846.0,267262.0,188318.0,154638.0,139962.0,163978.0,162820.0,7594.0,2.0,2291292.0,72.0,48.0,1352.0,132.0,1098996.0,29836.0,214044.0,243628.0,291860.0,,,164160.0,31362.5,2291292.0,2291292.0,2235136.0,15454,58056.0,100528.0,1075840.0,2102332.0,1209600.0,0.0,,,,1929228.48,0.0,164592.96,,,0.0,0.0,0.0,2256.0,718296.0,1214216.0,151878.0,13150.0,2522.0,14.0,,0.0,2291292.0,2168.0,350.0,35704.0,75936.0,102978.0,1772078.0,111218.0,1898.0,2.0,0.0,,,,,,,,,,1380.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18590.0,12228.0,2172.0,0.0,0.0,56624.0,8258.0,5746360.0,1015480.0,0.0,0.0,0.0,0.0,1362520.0,,,177122.0,497696.0,320146.0,172164.0,381250.0,324478.0,101026.0,51432.0,76102.0,916.0,0.0,0.0
neg,59832,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5370.0,683864.0,3037812.0,805000.0,12340.0,0.0,2154040.0,0.0,0.0,0.0,0.0,0.0,4289008.0,3810658.0,876954.0,331138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120222.0,2725700.0,1663220.0,35244.0,0.0,5864.0,1062.0,1800.0,44956.0,3360286.0,1129622.0,794.0,0.0,2.0,0.0,2034882.0,885582.0,367070.0,286060.0,258672.0,266496.0,430886.0,14738.0,0.0,0.0,5167632.0,0.0,36.0,4584.0,178.0,2154040.0,59482.0,483774.0,391342.0,206700.0,221820.0,191920.0,36240.0,59832.58,5167632.0,5167632.0,5152834.0,19175,773510.0,23382.0,312680.0,4544386.0,1209600.0,0.0,,,,3677714.88,0.0,856803.84,0.0,0.0,0.0,0.0,0.0,82262.0,1207706.0,2136810.0,979956.0,115494.0,20896.0,1262.0,,0.0,5167632.0,12196.0,1468.0,14456.0,581306.0,444480.0,2248598.0,1224676.0,17206.0,0.0,0.0,,,,,,,,,,6248.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33040.0,53004.0,9000.0,0.0,0.0,129646.0,16276.0,8872660.0,1440986.0,0.0,0.0,0.0,0.0,1646690.0,2908.66,3696.0,896056.0,1205992.0,490926.0,216560.0,385658.0,319330.0,212434.0,198112.0,565116.0,54202.0,0.0,0.0
pos,106008,856.0,,0.0,0.0,0.0,0.0,0.0,152554.0,2353900.0,3012072.0,759262.0,114984.0,3498.0,0.0,3032082.0,124378.0,0.0,,96238.0,139388.0,5280292.0,4459210.0,1689352.0,687310.0,0.0,0.0,0.0,0.0,354.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,7104.0,920242.0,5468924.0,0.0,9802.0,4192.0,5168.0,5234.0,29090.0,6205768.0,112410.0,24606.0,0.0,0.0,2206098.0,1650856.0,943686.0,596368.0,339932.0,211482.0,146334.0,131048.0,71048.0,99418.0,7067782.0,5284.0,926.0,23354.0,40.0,3032082.0,90254.0,567866.0,1115402.0,259720.0,269960.0,257660.0,334360.0,106007.8,7067782.0,7067782.0,,33090,1042.0,,1000660.0,,1209600.0,164490.0,,,,5271750.72,0.0,1130760.0,4.0,1728.0,0.0,9494.0,283064.0,904326.0,1270864.0,1177668.0,750028.0,702690.0,954782.0,343354.0,,5620.0,7067782.0,9128.0,1334.0,475092.0,564066.0,175096.0,3525596.0,1594222.0,51442.0,294.0,0.0,932.0,492.0,3932956.0,3135310.0,0.0,20090.0,0.0,0.0,4880874.0,14702.0,598.0,,,,,,,,,62784.0,8870.0,2874.0,6480114.0,910122.0,152460.0,27474.0,858040.0,99334.0,6879916.0,63020.0,0.0,0.0,,,3232.0,1170020.0,732554.0,496620.0,186520.0,254062.0,279378.0,907492.0,2365364.0,4260.0,0.0,0.0,0.0
